combined,sentiment
Nice little bakery cafe. Can get busy around lunch.,4
"Unpleasant dirty environment with uncleared plates and dishes around. I visited this outlet on 25 Feb 17:40hrs; I ordered my drink and food and asked the staff to clear dirty dishes on table for me, he replied yes without looking at me …",1
Cedele is always a nice place to dine in. There is indoor and outdoor. Though it is more cramped than other outlets and there is an echo which I feel others can hear your conversations.,4
My 1st time at this place...nice and cosy venue to catch up with friends on a hot afternoon at 3.30 pm. My sister chose this venue to  meet and 3 of us (with my sister-in-law) had an hour plus of discussion. …,5
Best carrot walnut cake. Also adore the suji almond cake. It’s very lightly sweet with a hint of rose. Lots of veg and vegan options.,5
Not impressed with the burger. It was more of a sandwich and the amount of avacado provided was v little and the chicken was hard. I will not recommend this particular dish. I believe anyone could have made a better burger/ sandwich. What was nice was that you can help yourself to some slices of bread to dip in olive oil,2
Am appalled by the service or lack of it at Star Vista. Ordered food and drinks at 334pm. Staff only realised food wasn’t prepared when I enquired abt it at 406pm. Prawn salad served at 415pm. But our grilled chicken was served to another …,1
Lovely place to come on a Saturday morning. Great coffee and delicious cakes,5
"Healthy and yummy food, nice and fun menu. Gripe is that the burgers are really overpriced. Just a bit more substantial than a sandwich and with a few leaves on the side, but twice the price.",4
A nice place with various healthy food to choose from. Unfortunately limited numbernof seats available inside the store. However there more seats outside the store. It is near the road path to the car park so at peak hour may experience …,4
Have those chocolate cravings? This is a place to eat eggless (dark) chocolate Truffle cake. Its definitely what chocolate should be rich creamy yet light and not too sweet. Its the best eggless pastry I have had in Singapore. For the …,5
Pretty standard. Cakes extremely sweet,4
"I usually come for cakes and coffee. Cakes are generally awesome, and the ang moh carrot cake won't disappoint you (if i am not wrong the carrot cake is vegan too). …",5
Its a tiny place with limited sittings. Took the mango lassi- yogurt drink(nice & not the over sweet type) with a cranberry scone. I would prefer the scone to be more biscuit like texture. Used to have flourless cake. Hope it'll return.,2
Healthy café with several chains across Singapore. The food is pretty good across the board – some favorites are the grain bowls and soup with bread. Pastas are ok as well though a bit too saucy. …,4
Pretty good coffee and the walnut carrot cake is awesome!,4
"2021-05: Always like Cedele, maybe not as pretty as some other bakeries selection, but they have the taste right, especially their cakes....and thats more important for me.",4
"The food is ok but the staff needs some kind of basic training before they should be allowed to talk to customers. The person who brought our order asked if we ordered what she brought, then insisted that we answer her, as though she didn't know and didn't believe us. Whut...",3
I love Cedele but this outlet always seem to have problems with service and maintaining a certain level of consistency for their food and coffee. The chain really need to invest in smarter ways of managing orders as long queues is a trademark of this outlet.,3
All are nice..felt the service could be better,4
Watery and tasteless pasta Alfredo combined with rude and poor counter service would have called for a 1 star rating. Only saving grace was the coffee which was served with no less than a clanging of the saucer on the tray. This is specific only to Star Vista branch. Have no issues at my usual branch.,1
Poor customer service. Because we sit outside table and  the stuff don’t even bother us and we have to take water ourself .  The presentation of food is not good and they even missed our order .,1
"I always like Cedele's food, especially the vegetarian thin bread with melted cheese.  But I am quite disappointed with the one at Star Vista, the cheese is so little I hardly tasted it. Therefore I asked them for some butter, and they want …",3
Great place for healthy food with veg options,5
good location with nice big glass windows. The salads that are served at some cedeles are not served here as it is a smaller outlet,4
"Healthy but tasty good food. Always reliable. Except that $18 salad is too little, I'm already hungry in 2 hours, and I'm not even a big eater. � …",4
"Not enough indoor seating. Outdoor seating is too warm.
3stars, 1 more star is for their Sea salt caramel cheesecake. So yum!",3
"Food is good, but the service is atrocious. Saw staff sitting and taking up space during their break when customers were looking for places to sit. Also, way too few staff on site to manage the crowd.",2
"Cakes and drinks were a bit plain - not recommended for those with strong taste buds.
Staff were alright, at times friendly but other times dismissive.",3
"Must try their cake! Always one of the chooses in my cake list.
Grilled Seabass is very nice. Taste like tikka masala. Fish is fresh.
Egg Benedict, salmon with thick toast, is cold. Very disappointed. Taste weird and awful.",1
"Good choice of desserts and coffee. However, be prepared to wait a long time to pay for your order during busier periods due to the excruciatingly slow service/ lack of staff.",3
Had many visits before but surprisingly food is not what i have been had today. Soup is cold and bread is utterly dry. and i am seeing some ants on my table. Sorry but i dont think i would come anymore,2
"Only bakery stuff were nice. Food was reallyyyyyyy awful. Tumeric prawn pasta....ughhhhh. Found a piece of paper in the dark chocolate cake. Sent in feedback, not a single apology or reply.",1
Decent place for tea. Theor cakes always good.,4
The store manager and staff are incredibly slow and Bo chap. At first I thought there were many customers but it turns out they're just inefficient. Surprised cedele set such standards,2
The food is expensive but very good quality,4
I love coming here on Saturday morning for a good cup of coffee and a wonderful slice of cake. I love their Carrot Walnut Cake and Lemon Cloud Cake.,5
"The cakes here are really good. tried the gula melaka pandan, chocolate matcha, and red velvet cake. Chocolate matcha is very rich and pandan is very light and fresh :)",5
Cedele is Always good. However in their urge to make food healthier the options are limited.. but good food despite,3
My weekly fix for sourdough bread!,5
Coffee average. Service average. Food is ok. If I had a choice of here or somewhere else I'll take the somewhere else.,3
Awesome brunch at Cedele! Power!,5
Good service and cosy ambience.,4
Great bread! Friendly cosy tidy aircond quiet relaxing high tea with attentive staff and bakery of natural yeast in romantuc ambience.,5
Soup was cold. Had to ask them to heat it up. Pasta was abysmal too. Didn't taste as gd as b4. Sad.,2
Good. More pastry variety better,4
Food is a bit expensive and very healthy. Good coffee and delicious cakes and pastries.,4
Poor counter service. Definitely not the place for a working lunch. No wifi or even a plug point to charge your devices.,2
"Cedele sells my favorite cakes. The outlet here is quite chill, and usually it doesn't take a long wait to get a seat...",4
Cozy place that smells of baked goods,4
"Ordered via grabfood and gosh, what a terrible misrepresentation! I feel cheated and am terribly disappointed.",1
Good food and service.,4
Coffee is good. Wide selection. Freshly brewed. Lots of varieties of bread.,4
"Delicious food, somewhat pricey. Service can be improved, but overall gd experience.",4
Taste of food is average. Service can be better with more smiles,3
Service time is too slow......,2
Closed shop 9.30pm... Affordable cake and bread... Good for western people,4
Very small outlet with minimal staff. Take sometime to process the orders.,2
"Good desserts
Beetroot avocado veg burger is amazing
Friendly staff …",5
Nice bakery. I had bought Cheese Scallion Scone and it was really nice and just taste fragnant.,4
"Good coffee, reasonable prices, good range of western style breakfasts.",4
Nice place for lunch .... I liked it bcos they have a healthy menu.,4
the manager very welcoming and friendly.. i forgot her name,3
"Great place for healthy meals, whether a light refreshment or a main meal.",5
"Decent cafe food, drinks with very friendly staff.",4
"Breads, cakes, muffins and pastries in quality consistent with what it has been.  Drop by for latte!",5
The barista doesn’t handle well with crowds. Got my orders mixed up.,2
Friendly staffs but the empress chicken is very salty,3
Food's kinda meh. Although the staff were fantastic.,3
"Loved the corner window seats , fir catch up , meetings or self indulgence , not to mention good cakes , coffees and teas.",5
Nice cake,4
Waiting staffs seems to prefer doing your own things than their work.,3
Nice little cafe tucked away in a corner...  Good coffee. Highly recommended!,5
Nice ambience like before Covid time.,4
Decent but mediocre food.,3
2 counter staff. 10 people in queue. 20+minutes to place order.,1
Food is decent. Usually packed during peak hours.,3
A bit crammed but to be expected as we have safe measures in place.,3
"Food is not bad, but it's not worth the price.",3
Nice place to take a break,4
Avoid their Pandan cakes...,1
Good quality food but on the pricy side.,4
Nice place nice food and amazing coffee.,5
"eat the carrot cake, and try the juices. very interesting mixes of juices.",5
My favourite place for Sunday morning snack!,5
"3.80 for an espresso that was lukewarm, not worth it.",2
Nice cakes....Ondeh Once & carrot cakes,5
Good place to chill. Nice coffee,4
Healthy & fresh food at reasonable prices,5
Small place but wide variety of dishes.,4
Friendly service,4
Good selection of nice cakes,4
Appeasing and appetising bread for sale,5
Love their Red Velvet cake,5
"Nice cosy place for a cuppa, and a cake",4
Healthy breads to match your healthy soup.,5
Lovely place and your usual Cedele food,5
Staff were very friendly and attentive.,4
Took 20 mins to prepare 1 meal,1
"Healthy meals, cakes n salads...� …",5
"Great Cakes, especially the Tiramisu!",5
My fav place on sunday!,5
Sugar free bread and yummy cakes,5
Their cakes are good.,4
Very small space and limited seating.,2
Lovely sourdough bread ❤️❤️❤️,5
Was at Cedele for lunch after church service on Sun.,4
"Service too slow,",1
Cosy place to have coffer,4
Bad service,1
Try it you never knew,5
Always good to dine at cedele,5
Excellent pastries and coffee!,5
Reliably tasty.,5
Very nice coffee,5
Having coffee after lunch....,4
Nice pasta and wrap,4
Buying sourdough bread,5
Nice food and fresh,4
"Cedele is providing straws for drinks now! I remember coming to this exact outlet pre-covid using my new reusable straw for the very first time during a global move towards the reduced use of plastic straws. Many food providers, including …",5
Terrible service. All the staff just ignored my existence. One even just looked at me the whole time and not attend to me and there was no one else in front of me  Was just getting a muffin too small a sale for them??,1
"(Translated by Google) The cakes, bread, coffee, and salads are all great! 👍

(Original)
這家的蛋糕，麵包，咖啡，沙拉都很棒！ …",5
"Food quite decent in their taste. Ordered the pesto chicken thin wrap and sea salt cheese cake.
Chicken very dry cos is breast meat.  Could be more tender will be good. Environment a nice cafe to relax and have a cup of latte.",4
"Tables are far apart offering comfortable and safe ambiance.  I love the many choices of Sandwiches, Wraps/Thins and Sour dough bagel and the make your own  salad. Organic flat white and the healing garden tea are our favorite. A great place to enjoy healthy good... sandwich and salad and soup.",5
Standard of food has dropped. The chicken is dry and tasteless. Mushroom soup seems watered down. Staff always seemed overworked. Please do something about the flies in the shop. I see some flying around and even in the bread display.,2
"Cedele/ toss&turn used to give complementary sliced bread/ rolls with their soups, it was a nice welcoming touch. They have  stopped doing so.. pity.",2
The strawberry tart is not fresh and the staff had no attentive to my order. Miss out one order and to order again. Hope it will not happen again. As I can understand the working hours.,2
Terrible service. Unfriendly and unwelcoming. Better training required for its staff. Stood at the counter for 20mins and was completely ignored. Lucky for the company the food is good I guess…,1
Clean and not crowded. Their foods are around average. I value they have variety selection of cakes and bread loaves.,4
I came here three times at 7pm and always they say that it’s closed. Food isn’t available any time. Better to close than to open and have no food.,1
Queued for 10 min before being served. Wanted to buy baguette and garlic bread. Indian female staff was rude and  refused to slice baguette. In the end I had to give up buying the baguette. This is probably the only branch with rude staff …,1
The smoked salmon and broccoli was hard. Place was not crowded during lunch hr (1.30pm) Cost $14.80 with orange juice set,1
"Service staff is rude and curt. At 6pm, dinner time, very curtly informed me there’s no hot food left (strange), only pastries and cakes and drinks.",1
Service and food standards have dropped drastically when we visited on a Saturday night. We were served raw sweet potato in the salad and stale bread w the soup. I made a complain to the lady service staff who just mentioned to write in without even glancing at the food I brought infront of them or checking their own food. Pathetic!,1
"Very generous portion for salad bowl, taste is above average. But for sandwich, portion is kinda small. Bread for sandwich is below average.",3
Food was terrible. The ingredients were not fresh and some of them tasted off. The place is also dirty around where the food is served. One of the worst meals I’ve had in Singapore.,1
"Came here for a short break and bought a ice green tea. Service was bad, the Indian female worker dressed in black was rude and impolite. When I politely ask for a straw, she rudely rejected me and was impatient when I was ordering my …",1
"I was here with family for early dinner yesterday. Staff was very pleasant and caring. Ordered all day breakfast cheesy egg sandwich. Didn't realized bacon was in it as not stated in menu, staff not only replaced it but gave us additional …",4
"Website show 11am, but a lame excuse was given ""technical fault"" ? Have to open at 11:30am in a f&b setting? Why not say you are under prepared and the Indian lady who say that is definitely late for work as she step in at 11:05hrs …",1
My favourite place for sourdough bread and cakes. Must try Loaded Caesar Salad 🤤 …,5
"Good ambience
Food is alright but coffee can be better",4
"I used to enjoy Cedele's salads.  Sadly, their salad bowls are quite disappointingly meagre now.  It used to be brimming over with ingredients topped with a generous lashings of a choice of lovely salad dressings.  Furthermore, customers …",2
"Huge tasty portions. Operated by folks from CEDELE, thus also serves up their scrumptious selection of cakes. Unfortunately dour service.",2
"Good quality food... ordered a Bagel with Spinach Cream Cheese at $5.50, a DIY soba bowl with 2 protein & 4 toppings at $10.80 plus a nice Roasted Cauliflower Soup (add $3+).  Quite promptly prepped & served.  The only thing I didn't quite …",4
Good option for healthy food fans :) salads start from 10.50,4
Avocado on toast was tiny and poorly prepared. No service due to current covid guidelines but staff behind the counter was grumpy and looked resentful.,1
"Good option if you want to get a healthy meal. Their salad bowls are very tasty and the portion is pretty big. It costs around 12 SGD. Some of the staff is not very friendly, specially because they rush you when you're picking the ingredients. I went there after 8pm once and many ingredients were missing already.",3
"Food choices are standard fare, not particularly extensive. Taste-wise, above average. Service standards, average. They do sell some delicious soup though, but they do not provide butter with their bread slices, which is a bummer. …",3
Most of the cakes are actually pretty nice. Agreed with most of the reviews on service.,4
"Super slow staff and not helpful at all. Although the food it is okay, only some comments on the hygiene and need to wash their hands more often when preparing other meals must be done better as they serve fresh ingredients. …",2
One of my favorite salad places in Singapore,5
"The staff is Super unfriendly and didn’t seem to care about the food that they are serving. We ordered a açai smoothie bowl but it turns out to be a açai smoothie, very watery and didn’t taste right. It’s a bright red. The fruit doesn’t taste fresh. Never ever pay S$9.50 for this.",1
Grest portions but noodles a bit too salty.,3
"i was picking up a baked good from the store, which should just take a few minutes to make payment for. but the staff treats you like you're not there, lets some people go first even though they just walked in, and was extremely slow with …",3
"Food is ok. They have warm and cold options. Salad and carb options.
The service is something else entirely. The wait can be really long coz there’s one person doing each part of the bowl. And while the first guy doing the salad …",3
"Service at this outlet was absolutely terrible, and there was a fly in the display case at the front. Walked in intending to buy a few slices of cake, and was left standing there for 5 minutes while being ignored by the staff on duty. Even …",1
Came here for coffee few times but was told that no more coffee after 730pm..yet shop closing time is 9pm... Why not close earlier so that the staff can go back rest early.,1
"great selection of bases, proteins & toppings",5
"Only 4 stars because efficiency is BAD stood at counter for 5 mins and no one served me, but there were lots of staff just hanging around, maybe they are “busy” with something, but they were standing around so how busy are they? Not really. …",4
"Overpriced bowl of veggies, less than average freshness. Some staff are not very friendly. Dont waste money on salad here, go down to NTUC to buy vegetables instead.",2
We had a salad each today. Sub standard services/food freshness.... My hubbie had diarrhoea after the salad and ice tea. Experience wasn't pleasant at the cashier. The cashier couldn't understand when i told her i want to top up my salad to …,3
"Their salads are really good, especially when it has fresh crunchy leaves and different plant-based options to choose from. Definitely worth the money as the portions are decent in size.",4
Delicious food but this cedele outlet cater more for the healthy conscious customers quick meals so do not expect cooked meal.,3
"Price increased for customised own salad. Most choices must pay extra!
Taste is average.
Staff is below average.
Will not go back again!",2
"Great place to people watch while getting ur nutrients. Make your own salad or choose from one readily available options for a quick bite and recharge!
Rem to top it up w a smoothie.",5
Tried the 🍫 log cake slice for Xmas this year. Rich and creamy . Queue is served fas …,5
"If you like loud blaring music abruptly controlled by the staff, overpriced cold food and salads prepared unsanitarily, with passive aggressive service, this is the perfect place for you.",5
Nice food,4
As a fan of Cedele Bakery - I also like the food served at Toss and Turn at the Vivocity Branch. …,4
Soba/ noodle ran out already at only 7pm.,1
"Really surprised by the quality & size of this salad. Hard to get a ""healthy"" meal in Vivo. Will definitely be back.",5
Bought a romaine salad here and halfway through discovered the bottom of the bowl was full of dead ants. Disgusting. I guess I'll toss and turn in my bed tonight wondering what else was in my meal,1
"Great! Best salad I've had in Asia! A must visit if you love salad. Pricey, but worth it!",5
"Toss and Turn restaurant sells salad meal at $11 for 1 protein, 2 base and 4 toppings a sumptuous meal.",1
Has healthy options which I like. Good coffee paired with a delicious cake. Service could be better,4
Like the salad bar here. Generous portion for price.,4
Was looking for healthier food but only the protein option is warm. A Good place for salad lovers.,4
Like their salad. The most worth salad I have ever eaten. But somehow the quality is not as good as their ION Orchard branch.,4
The iced chocolate was a total waste of money. There was hardly any taste of chocolate at all. It was so diluted.,1
I went there for bread. The selection is rather limited compared to the one at jelita cold storage,3
"Poor service staff . Very poor attitude need retrain.
The ondeh cake and carrot cake are not good. Not recommended for cakes",1
Food is good. But service staff always seems like they are having a tough day,3
"Salad are Good but not friendly Staff.
They will make u feel uncomfortable.",3
Monosyllabic answers delivered with a deadpan expression 31/10 AM. Would recommend if you are fine with poor service,1
Good healthy food ...could do with more variety...the pork was good ...service could improve a bit,4
Salad lettuce was brown and service was slow and  recorude.Cannot recommend this location.,1
"Ordered for delivery. Very good salad, generous portion.",5
Decent. The food is nice but there is no standard of quantity of foods etc.,3
Healthy food doesn't mean its not tasty. nice place to go.,4
Good size servings and a lot of choices including hot dishes.,4
Nice and cosy cafe to chill and relax with friends over nice coffee/ tea and desserts.,5
I love their high protein salad. Fill you up!,5
Good service and spacious place. Willing to give customers more sauces.,4
Nice coffee and sandwich,4
Average.,3
Mixed salad. Average price range $10 to $15,3
Good food .very calm admosfare,4
Nice fresh sandwiches but a lil pricey!,4
More for improvement on service. 1st time and last to come. Good luck to all ppl working here.,5
The amount of seating space is good and sufficient for its customers.,4
Very tasty healthy salad bowls with many choices,5
Good value salad and ingredient selection,4
Great place to have Salad and other healthy food,5
"Fresh and tasty. Portion is rather big, can consider sharing!",4
"Big portion, tasty food, very recommend",5
Not a good place to go to. Don't go don't waste money.,1
Good food. Crowded during lunch time,4
Very friendly and helpful counter lady,5
Fresh salad though it's on the pricey side,3
Nice and fresh food,5
"Horrible service due to attitude, unfriendly, unhappy vibe here.",1
"Good food, a little pricey..",4
My fav place for salad,5
"Big portion, healthier choices. Would come again!",5
A healthy and economical eatery with affordable price!,5
"Hard to find healthy lunch in Singapore, this is my goto for lunch",5
Nice salad stop with delicious pasta and Edamames!,5
Great Ambience. Good food,5
Healthy food. Nice and cozy ambience..,4
Nice good quality cakes and buns,4
Clean food ok taste ;),4
Love the carrot cake,5
Nice food. Healthy choice,4
Good service rendered by Katherine,4
Average items but not the price,3
Great carrot cake,5
Good food.,4
Loved the Pandan cake !,5
Great serving amount!,5
Food was ok.,3
Nice salad and bread,4
Great healthy food,5
Not bad,3
Not very helpful staff,2
Good veggie options,4
Smoked salmon is 😍 😍 …,5
Very nice place,5
Great salads,5
Generous portions,5
Amazing food,5
Salad,4
Healthy food,4
"i’ve always loved the bread here but today when I went to buy the bread, i encountered a rude indian cashier, didnt want to slice my long loaf of ciabatta for me and scolded other customers for queueing wrongly (the queue was pretty weird …",2
"(Translated by Google) I like his pure wheat bread and small desserts, as well as golden claw bread and nuclear wheat bread, as well as exquisite salads. It is very happy to eat in or take out. …",5
"(Translated by Google) The scones don't taste very good, they don't want to visit again... …",2
"(Translated by Google) There are a lot of good halls.

(Original)
有好多歺馆不错",3
"Lovely cafe nested at a quiet corner of Wheelock Place. Great view at the window side table, overlooking Orchard Boulevard.
Totally surprised by the perfectly fried truffle fries… crunchy and fragrant, …",5
Ordered brunch menu and the only available option was the Chinese New Year set. Good variety of food. Cakes remained the highlight of the platter. Probably the most standout dish was the fried beancurd. More of Chinese patron I would think. Sausage was western kind. A little to Asian type would be better.,4
"The restaurant is not too crowded during weekends lunch time. The all day dining selection was great, we had Full Plate, Ribeye Steak Burger and Warm Apple Blueberry Crumble Tart. Full Plate was nice because the sausage and scrambled egg …",4
Came here for high tea yesterday afternoon. Wheelock place was really quiet on a Sunday and Cedele is hidden on the 3rd floor. …,5
"The French chocolate latte was really great and we tried the super green omelet and the Avo on Toast and both were really good but sort of felt they would have added a  little bit of salt to the dishes.
The ambiance was great and the staff were really friendly.",4
Upsetting service from one of the staff but overall good food and the other service staff was nice and friendly. …,3
Drop by here for quick brunch with my boy. He simply love this pancake. The portion is big here and he managed to finish the plate. Ordered their fresh juice. Refreshing and good. Quiet place and clean environment. Thank you,5
A nice and quiet corner located on the 3rd level of Wheellock Place. I was there for high tea and the aet we ordered is good enough for 2 people. The cakes on the high tea set is delicious. The 2 burgers with grilled chicken with the sauces …,4
Brunch at Cedele on Sunday noon. Rather quiet as compared to neighbouring shopping malls. Environment was cosy and food was served promptly. Would be better if they can served iced or warm water FOC instead of charging.,3
"Seabass in bits and pieces for both the 2 orders made. Not properly grilled like before or it is just the problem of this outlet. Disappointing 😞
Further review after eating... very disappointing. Maybe only cakes are good for now. Cashier very unfriendly …",1
Quiet place during dinner. Service was good.  The Serving on the food was huge and my first time goings....,4
"Food was decent, nothing special for the price. The Lattes (Matcha & Coffee) were quite underwhelming though... …",3
"Disappointed. Sticky honey wing.. should be renamed sour honey wings. Overdid on the lemon .. For our visit they missed out the wings and kids meal..which only arrived after adults finished eating.
Kids burger had zero greens.",2
"Staff were courteous and helpful, automatically refilling water glass and providing recommendations. Strawberry tart shell was a tad soggy.",4
"I’ve always come to Cedele only for cakes and coffee in the past. But recently, as we were browsing the menu at Wheelock, we were enticed to order what we spied on a diner’s table - what looked like a messy but yummy bunch of fried delish …",2
"My wife and I are the regular customers here, we come here for lunch or tea and cakes. We like to come here is because beside the ambience, the service staff here are very friendly and hardworking. Especially the two ladies, Sook Kuan & …",4
"Cedele has been one of my favourite places but the unpredictable service and low food quality was quite alarming. We went there around 4pm and the service was slow. It was really hard to get the attention of the service staff, to serve us …",2
"Many vegetarian and gluten free options! If your into eating clean or having a healthy diet, this is the place for you! Food is tasty too. Nice big and spacious space. Have visit the place quite a few times! Will definitely be back there …",5
"We had our staff gathering there on 23 Jul 20. The above ratings are for the food which are reasonably priced and palatable. However, i was not very happy with the guy at the pastry counter. He adamantly ignored us despite our attempts to get his attention so that we can order our desserts. Not a very friendly service team.",2
"I am not coming back here again. This being a Cedele restaurant, I had high hopes for it. The food does live up to it's reputation but the service is really disappointing. …",2
"The environment is pretty nice. Service ok.
But the food is average.",3
I have always appreciated the healthy and yummy food served by Cedele and have been a member for a long time now. Membership costs $30 to renew and that came with benefits such as a slice of cake and 30% discount during birthday month …,5
"Service is not there, not worth it to pay service charge! The staff simply asked us to find a seat on our own. When we wanted to order, staff huddled at the counter and talked on their own. Had to walk up to order. …",1
"We had the most lovely set dinner yesterday @cedelesingapore @wheelockplace.
😋
Elfie was so hospitable, warm and personable. We were so well taken care of fro …",5
"Friendly staff, good quick service. Had the Big Breakfast Plate for brunch. The sausage, salad, scrambled eggs and sourdough toast was nice.  Especially liked the fresh juicy cherry tomatoes on the stalk, burst in your mouth.  However can …",4
"Good food, only to be let down by terrible service.
Food was good as usual for Cedele.
Unfortunately, the service was terrible. First, the waitress, from the entrance, …",3
Quiet place for cakes and coffee. Place is bright with natural light. The big windows makes the place bright. Giving it a very good view while enjoying ur coffee and cakes. Both day and night will give you a good view. Recommended if you wan a place to read or have some quiet time,4
"Food itself and the environment are nice and okay. But, the kitchen staff were unaware of the exact menu, and the server was confused and gave us the wrong information. Was hard to get services from any servers. No so pleasant experience to have on weekend lunches.",3
"Went at 11am when they open. Waiting time was reasonable. Food was great but service could be better given that there wasn't many customers.
Still will return as we love the Full Breakfast",2
"The cheese cake was tasty 😋
Ambiance was cozy, good place for Bonding with friends  …",4
"Their new vegan menu is superb. Wide variety of delicious choices. We have tried the super green omelette, falafel burger and cauliflower two-ways. Will be back to try other dishes.",5
A good place to hv a tasty healthy meal without the crowd.  The prawn salad plus avocado & accompanied by Mushroom Soup makes for a good feel evening meal .,4
Their cakes are as nice as other outlets but I find this outlet less crowded hence would prefer this then the others. A quieter corner compare the other cafes in Orchard.,3
"I liked how they serve the bread (it's mostly self bar) and soup was good. They sereve the spaghetti as al dente, so if you want over boiled than that, you should ask them first. Also they have bruch menus like pancakes.",4
"Today we needed a late lunch Cedele has always been good, today did not disappoint. I had the steak burger NZ rib eye and the bun good quality bread and toasted properly. I liked the salad. The dressing and pumpkin seeds really worked.",4
"Only served thing I was contended with was their coffee. Others were......
It’s ok I could get this restaurant was not to me.",3
"We've always been coming here ever since we discovered this hidden gem at the end of last yr, the food always has nourished me with it's great variety of alternative lattes and delightful brunch offerings to heavier filling meals with all …",5
"UNHAPPY ABOUT THE SERVICE QUALITY

I ordered 12 cups of mixed FRUIT yoghurt but received 12 cups of mixed SEEDS …",1
One of the best pancakes I'd eaten - the taste of lemon in the pancakes makes it very refreshing so you won't feel sick of eating it with the sweet syrup and tasty granolas. The sausages that were add-on were fantastic as well. Ambiance was cozy too.,5
Love the food here. Service can sometimes be a little slow due to lack of staff.,4
"decent food with great desserts, lassi was little lacked of ""uhm"" in the flavor, maybe has too many ingredients and the matching of the ingredients",3
"Quiet Cafe in the orchard area. it has lots of seating area. I had an excellent red velvet cake (right level of moisture) and a tumeric honey latte (very interesting). They have other pastries, desserts and drinks options. A great place to seat and relax for a bit in the busy area of orchard road.",4
"The  service ,  hygiene and attitude of the workers are so bad that perhaps it's due to shortage of staff . …",2
"Place might be a bit understaffed. Hard to get service when needed. But they still provided everything properly. Food was okay, portion is a little smaller than expected though",3
Absolutely rubbish food and service! Every food item lacks flavour. Don’t even think of stepping inside the restaurant.,1
"Waited 30 mins for avo on toast.  When I asked the manager on the status of my order, he went off but never came back to update me on the status.  10 mins later I had to ask another staff.  At least she offered to give me soup for free.  No …",1
"I dunno how this place survives. I was standing at the door for forever and no one seated me, staff was just chatting among themselves. I wanted to leave but thought to give them a chance. In the end I was seated but no one took my order. In the end I left, don’t think anyone realized too.",2
"Very nice and cozy environment, great service :) cauliflower soup is so so, beet chai is so so, turmeric latte is better.",5
"Lackluster service. We actual could have walked out without paying. We stood for >5 mins just waiting to pay. No one at the cashier. And when we finally found someone, she asked us if we’d like to place our order. Clearly, no idea that we …",1
Quiet place for a weekday lunch but service is a little lack luster. Had the portobello and beef burger which was quite yummy and loved the caramelised onion.,3
"Love the bread and coffee here.. only thing is I do not like the wheat bread that was served with my burger..
Even though is a healthy option, I would prefer a plain old burger bun.. …",4
"The thing I loved most is that they give the initiative for us to customize our meal. To be honest, my FAVOURITE thing there  was the sweet potato fries!!! It was so amazing- Crunchy, delicious (obviously), sweet, it's doesn't even need any sauce!! I love it. The service is also not bad! Please go there and enjoy your meals~♡",5
Cosy environment with delicious high tea set for 2,4
"Went there for their high tea set. Service was terrible. Feels like the staff were not attentive to us as we were seated in the corner. Takes 10 minutes to even get a glass of water from them, after I walked up to the counter to ask. Staff …",1
"Pay high with low quality food and drink while way down under at customer service i.e. a kind of rude (ignorance with inattentive), poor handling at serving and irresponsive. …",2
"Went there with my parents yesterday, served with bad service. Everything was very slow, very hard to get the attention of the staff. When the food we ordered finally arrived, and we were about to dig in, realised no cutlery was provided at …",1
"Have to wait for 45 minutes to get your food on Sunday, 24 April 2022. Service is bad.",1
The bread in the beef burger that I have ordered is burnt. The bread accompanied my soup is hard and cold. Disappointed with the standard. Don't recommend.,1
"Cedele has always been one of my favourite places....until I went to this one at Wheelock Place.  The quality of the food was not up to par with other branches.  We were served cold fries and the beef sandwich was mediocre.  Moreover, the service was horrendous.  Both the waiter and waitress were unfriendly and grumpy.",2
I go here often food is v good. Service is pathetic. There is typically 1 overworked waiter trying to serve everyone. The new counter staff is rude and passive aggressive. Some large lady called Sia or some such ignored me while I stood at …,1
"Friday night, way understaffed, they oversold all their desserts and it's currently a full house at 9pm with 3/4 of the tables waiting for desserts, which they don't have enough stock for and are now forced to sell the cakes from the front …",1
I can attest all the bad reviews about Cedele's service and the service crew. The worse the review the truer it is in fact. I will never give any cent of business to Cedele. So many other wholesome cake shops and dessert places around. You are so NOT worth it Cedele!,1
"We went Cedele at Star so disappointed with limited selection!
1) Lassi (Not Available)
2) Cookie and Cream Milkshake (Not Available) Only Strawberry flavour …",1
A nice and quiet place for brunch or tea time. Staff are friendly and services are prompt.,4
Nice and cosy ambience.  Ordered rosemary chicken for the first time and it is REALLY good. Would def go back again to try their special Christmas high tea which looks really instagramable.,4
Good food but TERRIBLE service from a rude and nasty waitress with short hair named Yen. Very bad attitude which ruined dining experience.,2
"The Chinese man and Indian man at Wheelock branch on 16 Nov have terrible body odour. Everytime they walk pass our table, we can smell the terrible body odour that lingers around before it fades. It is very disgusting. Never had I been to a …",1
"Came here tonight for cakes and drinks. Severely understaffed. Took them 10 mins just to clear a table, while we stand at the table looking at the left overs. And the service staff walked away without placing new table mats and cutlery, as he was busy attending to other tables. The company can review the number of staff.",1
"Great spot for an afternoon tea. Service was quick and staff was helpful. Most importantly, the food was good, lovely cup of tea and nice coffee.  I have been a member of Cedele for many years and this will continue.",5
Nice place for dinner at cedele! The pork loin is tough though.,4
"Very quiet on a Sunday morning, Full Plate breakfast was good as was the other items we ordered. Very good English Breakfast tea. Quite expensive but enjoyable.",4
